reseña_id,freelancer_id,texto_reseña,fecha_reseña,categoria_servicio,cluster,cluster_name,pc1,pc2
rv00016,FL0005,la comunicacion durante el proceso fue excepcional y mantuve total claridad sobre los avances el profesional mantuvo una comunicacion puntual y detallada sobre el avance muy buena comunicacion y siempre respondio mensajes dentro de pocas horas,2022-12-07,Marketing Digital,2,Comunicacion / Proyecto,0.2074289624235611,0.301276725541947
rv00017,FL0005,el precio final se mantuvo dentro del presupuesto acordado muy transparente en el cobro el precio final supero el presupuesto acordado sin ninguna justificacion razonable para el precio que cobro esperaba un resultado de mayor nivel y mas profesional,2022-02-15,Marketing Digital,0,Precio / Desconocido,0.2637083148796418,-0.2062065412505408
rv00020,FL9343,mejorar la comunicacion es clave para que los proximos proyectos salgan bien la comunicacion efectiva permitio ajustar los entregables segun las necesidades,2024-02-20,Marketing Digital,2,Comunicacion / Proyecto,0.1577878493886163,0.2290135374027495
rv00022,FL0005,su comunicacion fue sobresaliente especialmente al gestionar cambios de ultimo momento el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2024-12-28,Marketing Digital,2,Comunicacion / Proyecto,0.1718981253562088,0.2593256837121154
rv00023,FL0006,siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo,2024-05-24,Redacción y Traducción,2,Comunicacion / Proyecto,0.1220578112704597,0.1944217435631311
rv00024,FL0006,la calidad del resultado no justifico el tiempo adicional que tomo completar el encargo la calidad general del proyecto fue muy buena con minimas correcciones necesarias,2020-06-20,desconocido,1,Calidad / Trabajo,0.2320445056441121,-0.0640447538316292
rv00025,FL0007,la comunicacion clara y directa facilito mucho la colaboracion desde el inicio la comunicacion presento fallas importantes que afectaron el avance del proyecto el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2021-05-20,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.2189607272470236,0.3322081956254729
rv00027,FL0007,el precio fue tan competitivo que opte por asignarle dos proyectos adicionales de inmediato,2023-10-04,Soporte Administrativo Virtual,0,Precio / Desconocido,0.1129616370877669,-0.0829162070126696
rv00028,FL0007,el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado el precio es razonable si se considera el tiempo ahorrado y los resultados obtenidos el precio esta por encima del mercado y el trabajo no justifica esa diferencia,2022-11-16,Soporte Administrativo Virtual,0,Precio / Desconocido,0.2367748751905149,-0.2017207459468695
rv00029,FL0007,la calidad demostrada hace que este profesional sea una opcion de primer nivel,2021-11-16,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.1725735733942859,-0.0659565587906417
rv00030,FL0008,nunca recibi actualizaciones y la comunicacion fue casi inexistente,2023-11-26,Desarrollo de Software,2,Comunicacion / Proyecto,0.0876075488151289,0.1683126128161159
rv00031,FL0009,nunca recibi actualizaciones y la comunicacion fue casi inexistente,2021-08-14,Desarrollo de Software,2,Comunicacion / Proyecto,0.0876075488151289,0.1683126128161159
rv00032,FL0009,el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante muy caro en precio para lo entregado la relacion fue completamente desequilibrada precio accesible y resultado de buena factura la combinacion ideal para un proyecto pequeno,2022-07-08,Desarrollo de Software,0,Precio / Desconocido,0.2255638340217795,-0.1565579648190254
rv00033,FL0009,excelente precio para el nivel de expertise mostrado muy satisfecho con la inversion el precio final supero el presupuesto acordado sin ninguna justificacion razonable el precio me resulto confuso desde el inicio por la falta de claridad en el presupuesto,2024-04-15,Desarrollo de Software,0,Precio / Desconocido,0.2414218643105861,-0.1881263657219629
rv00034,FL0009,el precio esta por encima del mercado y el trabajo no justifica esa diferencia el precio es alto pero completamente justificado por la especializacion que demuestra el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2020-11-21,Desarrollo de Software,0,Precio / Desconocido,0.2551168864272466,-0.1995308171457638
rv00035,FL0009,la comunicacion fue excelente durante todo el proyecto sin demoras la comunicacion proactiva evito malentendidos y el proyecto avanzo sin problemas,2021-06-23,Desarrollo de Software,2,Comunicacion / Proyecto,0.2383486008722315,0.3053407632852574
rv00036,FL0009,la calidad tecnica demostrada es superior a la de muchos profesionales del area la calidad del resultado final fue impresionante lo recomiendo ampliamente,2024-09-13,Desarrollo de Software,1,Calidad / Trabajo,0.2140618760686164,-0.1127130304980618
rv00038,FL0010,la calidad en los detalles finos fue lo que distinguio este trabajo de otros anteriores,2023-09-11,Marketing Digital,1,Calidad / Trabajo,0.1548337795323481,-0.0746803549625572
rv00039,FL9604,el precio cobrado es muy razonable para la calidad y trabajo entregado el precio me resulto confuso desde el inicio por la falta de claridad en el presupuesto,2021-05-06,Marketing Digital,0,Precio / Desconocido,0.2728613868732131,-0.1743261218958191
rv00040,FL0010,el precio esta por encima del mercado y el trabajo no justifica esa diferencia el precio inicial era atractivo pero los cobros adicionales lo encarecieron bastante el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2024-07-22,Marketing Digital,0,Precio / Desconocido,0.2434675897100275,-0.192051625863861
rv00042,FL0010,la comunicacion fue profesional y se respetaron todos los plazos establecidos,2022-04-12,Marketing Digital,2,Comunicacion / Proyecto,0.1240012967263532,0.1949930469457307
rv00043,FL0010,la calidad del trabajo entregado supero completamente mis expectativas iniciales muy buena calidad en los textos redactados con un estilo claro y preciso la calidad tecnica demostrada es superior a la de muchos profesionales del area,2023-12-27,Marketing Digital,1,Calidad / Trabajo,0.2436755582609544,-0.122202295729595
rv00044,FL0011,la comunicacion mejoro hacia el final pero al inicio fue muy complicada,2022-08-13,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.1487183990904501,0.1723062356490146
rv00045,FL0011,trabajo de alta calidad sin errores y ajustado exactamente a las especificaciones la calidad del trabajo fue sobresaliente y se convirtio en un valor agregado real,2023-04-07,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.2359661678971532,-0.0965278997765563
rv00046,FL0011,el precio es la unica ventaja de este profesional ya que la calidad deja mucho que desear el precio final supero el presupuesto acordado sin ninguna justificacion razonable,2023-01-12,Soporte Administrativo Virtual,0,Precio / Desconocido,0.2341894711280966,-0.1740053574506179
rv00047,FL0011,la comunicacion tardia provoco que el plazo de entrega no se cumpliera,2024-09-08,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.122523235776066,0.1675034137080142
rv00048,FL0011,el precio del proyecto no incluia lo que prometia el brief inicial lo que fue un engano el precio cobrado es muy razonable para la calidad y trabajo entregado el precio es la unica ventaja de este profesional ya que la calidad deja mucho que desear,2024-10-15,Soporte Administrativo Virtual,0,Precio / Desconocido,0.321180900404014,-0.1989477591031021
rv00049,FL0011,el precio final supero el presupuesto acordado sin ninguna justificacion razonable excelente precio para el nivel de expertise mostrado muy satisfecho con la inversion,2022-11-04,Soporte Administrativo Virtual,0,Precio / Desconocido,0.2114963753817162,-0.1884162744707699
rv00052,FL0012,la calidad del trabajo refleja claramente los anos de experiencia del profesional,2023-11-27,Marketing Digital,1,Calidad / Trabajo,0.1949592355509727,-0.0666999428504464
rv00053,FL0012,la comunicacion fue tan buena que suplio la falta de reuniones presenciales con creces,2022-03-21,Marketing Digital,2,Comunicacion / Proyecto,0.1348507359823021,0.1861741302536041
rv00054,FL0012,la calidad fue aceptable pero no el nivel que se esperaba para ese encargo la calidad tecnica demostrada es superior a la de muchos profesionales del area,2024-05-08,Marketing Digital,1,Calidad / Trabajo,0.2072855886314219,-0.0805292593090519
rv00055,FL0013,el precio inicial era atractivo pero los cobros adicionales lo encarecieron bastante,2024-05-19,Redacción y Traducción,0,Precio / Desconocido,0.1059723384058438,-0.1100719167008875
rv00056,FL0013,el precio me parecio elevado al principio pero el resultado final lo justifico totalmente,2024-02-02,Redacción y Traducción,0,Precio / Desconocido,0.1385708062620557,-0.1179038508411141
rv00057,FL0013,la mala comunicacion llevo a tener que contratar a alguien mas para retomar el proyecto,2024-07-31,Redacción y Traducción,2,Comunicacion / Proyecto,0.1173125989389241,0.1707014482175634
rv00058,FL0013,la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar decepcionante calidad los entregables presentaron muchos errores de forma y fondo,2020-12-13,Redacción y Traducción,1,Calidad / Trabajo,0.1705500845831582,-0.0638113142423606
rv00059,FL0013,la calidad del trabajo fue una agradable sorpresa comparado con propuestas anteriores,2024-11-08,Redacción y Traducción,1,Calidad / Trabajo,0.1769757963953313,-0.0654162534961789
rv00060,FL0014,el precio me parecio elevado al principio pero el resultado final lo justifico totalmente el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo muy buen precio comparado con otros perfiles similares disponibles en la plataforma,2024-02-15,Marketing Digital,0,Precio / Desconocido,0.2261540675336251,-0.2000976310395912
rv00061,FL0014,el precio es la unica ventaja de este profesional ya que la calidad deja mucho que desear el precio esta por encima del mercado y el trabajo no justifica esa diferencia,2020-09-08,Marketing Digital,0,Precio / Desconocido,0.2413311667187579,-0.155284148311818
rv00062,FL0014,problemas de comunicacion hicieron que las instrucciones no se siguieran bien,2022-05-24,Marketing Digital,2,Comunicacion / Proyecto,0.1459855777451112,0.1898115544667468
rv00063,FL0015,buen precio aunque creo que podria encontrar nivel similar a un costo menor,2020-07-16,Diseño Gráfico,0,Precio / Desconocido,0.1347750894308833,-0.1113140953131377
rv00065,FL0016,la comunicacion presento fallas importantes que afectaron el avance del proyecto la falta de comunicacion retraso el proyecto y genero muchas confusiones,2014-02-07,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.1897152074750943,0.2835649246268146
rv00066,FL0017,la calidad del trabajo entregado supero completamente mis expectativas iniciales,2024-05-27,Diseño Gráfico,1,Calidad / Trabajo,0.1918771720681008,-0.1136785418367949
rv00067,FL9841,la calidad mejoro considerablemente despues de varias rondas de correcciones,2022-07-03,Diseño Gráfico,1,Calidad / Trabajo,0.1142468318821252,-0.0375520031443108
rv00068,FL0017,la comunicacion fue excelente durante todo el proyecto sin demoras siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo la comunicacion mejoro hacia el final pero al inicio fue muy complicada,2022-03-07,Diseño Gráfico,2,Comunicacion / Proyecto,0.2647099913096173,0.3317932955167775
rv00069,FL0017,la comunicacion fue lamentablemente nula en los primeros dias criticos del encargo su comunicacion fue sobresaliente especialmente al gestionar cambios de ultimo momento,2024-12-30,Diseño Gráfico,2,Comunicacion / Proyecto,0.1514489554499602,0.2447953474028031
rv00070,FL0017,la calidad del trabajo fue inconsistente entre los diferentes entregables del proyecto la calidad general del proyecto fue muy buena con minimas correcciones necesarias la calidad del analisis entregado fue muy solida con datos bien fundamentados,2022-09-25,Diseño Gráfico,1,Calidad / Trabajo,0.2895649697004093,-0.0765186386517313
rv00071,FL0018,el unico punto debil fue la comunicacion especialmente cuando surgieron cambios en el alcance,2020-12-11,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.1039250153189808,0.1745183157302473
rv00072,FL0018,excelente relacion precio valor definitivamente una de las mejores inversiones del ano,2022-12-15,Soporte Administrativo Virtual,0,Precio / Desconocido,0.1150727663542557,-0.1052150396533971
rv00073,FL0018,la comunicacion fue profesional y se respetaron todos los plazos establecidos la comunicacion fue lo que mas valoro del trabajo realizado en este proyecto la comunicacion fue lamentablemente nula en los primeros dias criticos del encargo,2022-07-29,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.2237918975303484,0.3191844572654246
rv00074,FL0018,la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto la calidad del trabajo fue sobresaliente y se convirtio en un valor agregado real la calidad del trabajo fue inconsistente entre los diferentes entregables del proyecto,2023-04-01,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.308988872384131,-0.0705207473589243
rv00075,FL0018,el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio me parecio elevado al principio pero el resultado final lo justifico totalmente,2022-08-26,Soporte Administrativo Virtual,0,Precio / Desconocido,0.2431376886775221,-0.2306048426290837
rv00076,FL0019,decepcionante calidad los entregables presentaron muchos errores de forma y fondo la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar la calidad en los detalles finos fue lo que distinguio este trabajo de otros anteriores,2020-07-24,Diseño Gráfico,1,Calidad / Trabajo,0.2243528366026208,-0.0925847122407174
rv00077,FL0019,muy caro en precio para lo entregado la relacion fue completamente desequilibrada,2023-07-24,Diseño Gráfico,0,Precio / Desconocido,0.1202884828096079,-0.1162903104968821
rv00078,FL0019,la calidad final fue buena aunque el proceso fue mas largo de lo necesario la calidad del resultado no justifico el tiempo adicional que tomo completar el encargo la calidad del trabajo no cumplio con los estandares prometidos en el perfil,2023-05-08,Diseño Gráfico,1,Calidad / Trabajo,0.2909171888939334,-0.1073092152195107
rv00079,FL0019,el profesional mantuvo una comunicacion puntual y detallada sobre el avance la comunicacion fue profesional y se respetaron todos los plazos establecidos,2024-07-21,Diseño Gráfico,2,Comunicacion / Proyecto,0.1796356157105625,0.2718100230642093
rv00081,FL9784,el precio es muy alto comparado con otros freelancers que ofrecen la misma calidad,2023-12-01,Diseño Gráfico,0,Precio / Desconocido,0.1782963485659026,-0.1559098448660242
rv00082,FL0019,la calidad del trabajo no cumplio con los estandares prometidos en el perfil excelente calidad en cada entregable muy profesional y con atencion al detalle la calidad general del proyecto fue muy buena con minimas correcciones necesarias,2021-04-18,Diseño Gráfico,1,Calidad / Trabajo,0.2919119628282424,-0.0866455975438032
rv00083,FL0019,la comunicacion clara y directa facilito mucho la colaboracion desde el inicio,2024-09-07,Diseño Gráfico,2,Comunicacion / Proyecto,0.1288642480375234,0.2092343045837633
rv00084,FL0019,el precio es la unica ventaja de este profesional ya que la calidad deja mucho que desear el precio me parecio elevado al principio pero el resultado final lo justifico totalmente el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2023-04-06,Diseño Gráfico,0,Precio / Desconocido,0.2611569474848442,-0.1840065473707659
rv00086,FL0020,la comunicacion presento fallas importantes que afectaron el avance del proyecto la comunicacion constante genero confianza y el proyecto se entrego a tiempo la comunicacion fue escasa y poco clara en momentos criticos del proyecto,2024-10-05,Diseño Gráfico,2,Comunicacion / Proyecto,0.2192634052622142,0.31270281419
rv00088,FL0020,para el precio que cobro esperaba un resultado de mayor nivel y mas profesional,2021-03-31,Diseño Gráfico,0,Precio / Desconocido,0.1813079253055293,-0.1205599896051849
rv00090,FL0022,esperaba una comunicacion mas proactiva considerando el nivel de experiencia declarado la falta de comunicacion retraso el proyecto y genero muchas confusiones,2024-10-07,Diseño Gráfico,2,Comunicacion / Proyecto,0.2185535040349275,0.232344030066546
rv00091,FL0023,la calidad del codigo fue limpia bien documentada y facil de mantener la calidad fue aceptable pero no el nivel que se esperaba para ese encargo,2024-06-07,Desarrollo de Software,1,Calidad / Trabajo,0.2247637180835809,-0.0672215741512294
rv00093,FL0023,la calidad del trabajo fue basica para los estandares del area y el presupuesto invertido la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos decepcionante calidad los entregables presentaron muchos errores de forma y fondo,2023-01-08,Desarrollo de Software,1,Calidad / Trabajo,0.2424372400580607,-0.0929355644727522
rv00094,FL0023,la calidad del trabajo no cumplio con los estandares prometidos en el perfil la calidad tecnica demostrada es superior a la de muchos profesionales del area la calidad del trabajo entregado supero completamente mis expectativas iniciales,2023-07-19,Desarrollo de Software,1,Calidad / Trabajo,0.2818363816979681,-0.1425489029357498
rv00097,FL0023,el precio final supero el presupuesto acordado sin ninguna justificacion razonable,2021-07-24,Desarrollo de Software,0,Precio / Desconocido,0.1597985729492486,-0.1466117680329631
rv00098,FL0024,la comunicacion presento fallas importantes que afectaron el avance del proyecto la comunicacion fue profesional y se respetaron todos los plazos establecidos la comunicacion fue lamentablemente nula en los primeros dias criticos del encargo,2023-03-08,Desarrollo de Software,2,Comunicacion / Proyecto,0.2033568989644026,0.3204744104959461
rv00099,FL0024,el precio es muy alto comparado con otros freelancers que ofrecen la misma calidad el precio final se mantuvo dentro del presupuesto acordado muy transparente en el cobro,2024-10-30,Desarrollo de Software,0,Precio / Desconocido,0.2469861169636716,-0.2030149639485315
rv00100,FL0024,su comunicacion fue sobresaliente especialmente al gestionar cambios de ultimo momento,2023-03-21,Desarrollo de Software,2,Comunicacion / Proyecto,0.1104561809762904,0.1727328781898093
rv00101,FL9307,la calidad demostrada hace que este profesional sea una opcion de primer nivel la calidad de los entregables fue uniforme y consistente en todo el proyecto,2023-10-29,Desarrollo de Software,1,Calidad / Trabajo,0.2623112941274206,-0.0511438482586857
rv00102,FL0024,la calidad del analisis entregado fue muy solida con datos bien fundamentados esperaba una calidad mas alta dado el tiempo invertido en explicar los requerimientos la calidad del trabajo fue basica para los estandares del area y el presupuesto invertido,2024-12-21,Desarrollo de Software,1,Calidad / Trabajo,0.2549350789858721,-0.1139935254903864
rv00103,FL0024,el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2023-03-14,Desarrollo de Software,2,Comunicacion / Proyecto,0.1370859085277151,0.1998630236602013
rv00104,FL0024,el precio cobrado es muy razonable para la calidad y trabajo entregado,2021-08-02,desconocido,0,Precio / Desconocido,0.3107136912414219,-0.2198983990090698
rv00105,FL0025,la calidad demostrada hace que este profesional sea una opcion de primer nivel,2023-11-08,Redacción y Traducción,1,Calidad / Trabajo,0.1725735733942859,-0.0659565587906417
rv00106,FL0025,el precio cobrado fue excesivo para el resultado obtenido no lo recomiendo el precio negociado incluyo revisiones ilimitadas lo que lo hizo aun mas conveniente el precio refleja adecuadamente el valor del trabajo entregado sin lugar a dudas,2022-06-14,desconocido,0,Precio / Desconocido,0.2383466259675495,-0.2086348974583649
rv00107,FL0025,la comunicacion con este profesional fue tan deficiente que perdimos semanas enteras siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo,2024-01-03,Redacción y Traducción,2,Comunicacion / Proyecto,0.1773239381711685,0.2739986451166999
rv00108,FL0026,la comunicacion fue adecuada aunque podria mejorar la frecuencia de los reportes el unico punto debil fue la comunicacion especialmente cuando surgieron cambios en el alcance nunca recibi actualizaciones y la comunicacion fue casi inexistente,2024-08-20,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.1669749802671796,0.2834528319071276
rv00109,FL0026,la calidad de los entregables fue uniforme y consistente en todo el proyecto la calidad en los detalles finos fue lo que distinguio este trabajo de otros anteriores,2023-05-23,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.2519763308198273,-0.0582691478530811
rv00110,FL0027,el precio fue tan competitivo que opte por asignarle dos proyectos adicionales de inmediato muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio supero el presupuesto disponible y fue necesario recortar alcance para continuar,2022-05-05,Desarrollo de Software,0,Precio / Desconocido,0.213449400553873,-0.1902424385182224
rv00111,FL0027,la calidad tecnica demostrada es superior a la de muchos profesionales del area la calidad del analisis entregado fue muy solida con datos bien fundamentados,2021-08-22,Desarrollo de Software,1,Calidad / Trabajo,0.1840258458102165,-0.0835120173540335
rv00112,FL0027,la calidad del trabajo no cumplio con los estandares prometidos en el perfil la calidad del trabajo entregado supero completamente mis expectativas iniciales,desconocido,Desarrollo de Software,1,Calidad / Trabajo,0.2605770817582746,-0.1330308664728159
rv00113,FL0027,la calidad del trabajo no cumplio con los estandares prometidos en el perfil la calidad de la documentacion adjunta fue tan buena como la del trabajo principal la calidad mejoro considerablemente despues de varias rondas de correcciones,2022-05-29,Desarrollo de Software,1,Calidad / Trabajo,0.2623849607994623,-0.0794030327572832
rv00114,FL0028,la calidad de la documentacion adjunta fue tan buena como la del trabajo principal la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar la calidad fue irregular segun la etapa del proyecto en que nos encontraramos,2021-07-23,Diseño Gráfico,1,Calidad / Trabajo,0.227497497861227,-0.0326712519958631
rv00115,FL0028,el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado el precio cobrado es muy razonable para la calidad y trabajo entregado,2021-04-08,Diseño Gráfico,0,Precio / Desconocido,0.2737723252034466,-0.2222649558179774
rv00117,FL0028,la calidad tecnica demostrada es superior a la de muchos profesionales del area,2023-12-03,Diseño Gráfico,1,Calidad / Trabajo,0.1241335172911172,-0.061032840346123
rv00118,FL0029,la comunicacion fue muy irregular lo que dificulto la coordinacion del equipo su comunicacion fue sobresaliente especialmente al gestionar cambios de ultimo momento la comunicacion fue deficiente y los mensajes tardaban dias en responderse,2021-05-11,Marketing Digital,2,Comunicacion / Proyecto,0.1750852219392713,0.3043019622759073
rv00119,FL9222,la comunicacion efectiva permitio ajustar los entregables segun las necesidades,2023-12-30,Marketing Digital,2,Comunicacion / Proyecto,0.1080395463826961,0.1582087066287197
rv00121,FL0029,la comunicacion fue lamentablemente nula en los primeros dias criticos del encargo la comunicacion fue muy irregular lo que dificulto la coordinacion del equipo,2022-04-02,Marketing Digital,2,Comunicacion / Proyecto,0.1404613005317835,0.2408956528490085
rv00123,FL9485,la calidad del trabajo fue sobresaliente y se convirtio en un valor agregado real,2020-11-04,Marketing Digital,1,Calidad / Trabajo,0.1672781758671379,-0.0684799385246379
rv00124,FL0029,el precio supero el presupuesto disponible y fue necesario recortar alcance para continuar,2022-11-10,Marketing Digital,0,Precio / Desconocido,0.11952494510319,-0.1056869581617004
rv00126,FL0030,la mala comunicacion llevo a tener que contratar a alguien mas para retomar el proyecto la comunicacion mejoro hacia el final pero al inicio fue muy complicada la comunicacion clara y directa facilito mucho la colaboracion desde el inicio,2022-09-17,Desarrollo de Software,2,Comunicacion / Proyecto,0.217005261742112,0.3097674552773324
rv00127,FL0030,el precio es alto pero completamente justificado por la especializacion que demuestra el precio fue lo primero que destaco positivamente al comparar entre candidatos similares,2022-11-05,Desarrollo de Software,0,Precio / Desconocido,0.1518657282123989,-0.1580873695526876
rv00128,FL0030,el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar el precio cobrado es muy razonable para la calidad y trabajo entregado,2020-11-11,Desarrollo de Software,0,Precio / Desconocido,0.2915968697479703,-0.1741784229426799
rv00129,FL0031,la calidad fue aceptable pero no el nivel que se esperaba para ese encargo decepcionante calidad los entregables presentaron muchos errores de forma y fondo la calidad del trabajo entregado supero completamente mis expectativas iniciales,2024-12-28,Desarrollo de Software,1,Calidad / Trabajo,0.2837477361190683,-0.127173700950103
rv00130,FL0031,el precio es razonable si se considera el tiempo ahorrado y los resultados obtenidos buen precio aunque creo que podria encontrar nivel similar a un costo menor el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2023-01-03,Desarrollo de Software,0,Precio / Desconocido,0.2241165812398641,-0.1812969435424865
rv00131,FL0031,la calidad del resultado final fue impresionante lo recomiendo ampliamente excelente calidad en la presentacion y el nivel de detalle fue excepcional la calidad tecnica demostrada es superior a la de muchos profesionales del area,2024-08-04,Desarrollo de Software,1,Calidad / Trabajo,0.2666410652083141,-0.1279389826450356
rv00133,FL0032,la comunicacion efectiva permitio ajustar los entregables segun las necesidades la falta de comunicacion retraso el proyecto y genero muchas confusiones,2020-12-07,Diseño Gráfico,2,Comunicacion / Proyecto,0.1724136803408789,0.2584085510017327
rv00134,FL0032,la comunicacion fue escasa y poco clara en momentos criticos del proyecto destaca la comunicacion clara y oportuna en cada etapa del trabajo,2022-09-17,Diseño Gráfico,2,Comunicacion / Proyecto,0.1803071571698959,0.2567833983757932
rv00135,FL0032,el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar,2022-04-23,Diseño Gráfico,0,Precio / Desconocido,0.1471372663043622,-0.0621364196216014
rv00136,FL0032,mejorar la comunicacion es clave para que los proximos proyectos salgan bien,2022-01-31,Diseño Gráfico,2,Comunicacion / Proyecto,0.1169401824158563,0.1683050792115083
rv00138,FL0033,destaca la comunicacion clara y oportuna en cada etapa del trabajo el profesional mantuvo una comunicacion puntual y detallada sobre el avance la mala comunicacion llevo a tener que contratar a alguien mas para retomar el proyecto,2011-02-14,Diseño Gráfico,2,Comunicacion / Proyecto,0.2240012557153828,0.3120011557446205
rv00139,FL0033,el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar,2023-07-10,Diseño Gráfico,0,Precio / Desconocido,0.1471372663043622,-0.0621364196216014
rv00140,FL0033,el precio me parecio elevado al principio pero el resultado final lo justifico totalmente,2023-05-08,Diseño Gráfico,0,Precio / Desconocido,0.1385708062620557,-0.1179038508411141
rv00141,FL0034,el precio final se mantuvo dentro del presupuesto acordado muy transparente en el cobro el precio fue tan competitivo que opte por asignarle dos proyectos adicionales de inmediato el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado,2024-03-15,Redacción y Traducción,0,Precio / Desconocido,0.2421276482758629,-0.1984474756582497
rv00142,FL0034,la comunicacion fue lamentablemente nula en los primeros dias criticos del encargo el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2021-04-01,Redacción y Traducción,2,Comunicacion / Proyecto,0.1679080702413359,0.2616190258104969
